"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"masasi_mchauru_rivango","Mchauru","Masasi","Mtwara",2015-09-05,5
"masasi_mpanyani_mihima","Mpanyani","Masasi","Mtwara",2015-09-05,5
"masasi_mpanyani_mpanyani","Mpanyani","Masasi","Mtwara",2015-09-05,8
"masasi_mpanyani_nambawala","Mpanyani","Masasi","Mtwara",2015-09-05,4
"masasi_mwena_chikundi","Mwena","Masasi","Mtwara",2015-09-05,54
"masasi_mwena_mtunungu","Mwena","Masasi","Mtwara",2015-09-05,25
"kilwa_kipatimu_kipatimu","Kipatimu","Kilwa","Lindi",2015-09-06,29
"lindirural_chiponda_chiponda","Chiponda","Lindi Rural","Lindi",2015-09-06,14
"lindirural_kilangala_kilangalab","Kilangala","Lindi Rural","Lindi",2015-09-06,21
"lindirural_kilolambwani_mvulenia","Kilolambwani","Lindi Rural","Lindi",2015-09-06,4
"lindirural_mchinga_mchingaii","Mchinga","Lindi Rural","Lindi",2015-09-06,13
"lindirural_milola_legezamwendo","Milola","Lindi Rural","Lindi",2015-09-06,12
"lindirural_milola_milolab","Milola","Lindi Rural","Lindi",2015-09-06,18
"lindirural_mnolela_mnolela","Mnolela","Lindi Rural","Lindi",2015-09-06,15
"lindirural_nachunyu_nachunyu","Nachunyu","Lindi Rural","Lindi",2015-09-06,4
"lindirural_nahukahuka_lipome","Nahukahuka","Lindi Rural","Lindi",2015-09-06,10
"lindirural_namangale_namangaleb","Namangale","Lindi Rural","Lindi",2015-09-06,21
"lindirural_navanga_shuka","Navanga","Lindi Rural","Lindi",2015-09-06,4
"lindirural_nyangao_mahiwa","Nyangao","Lindi Rural","Lindi",2015-09-06,29
"lindirural_nyangao_nyangaoa","Nyangao","Lindi Rural","Lindi",2015-09-06,26
"lindirural_pangatena_njonjo","Pangatena","Lindi Rural","Lindi",2015-09-06,15
"lindiurban_jamhuri_mtange","Jamhuri","Lindi Urban","Lindi",2015-09-06,17
"lindiurban_mbanja_kikwetu","Mbanja","Lindi Urban","Lindi",2015-09-06,6
"lindiurban_mbanja_likongo","Mbanja","Lindi Urban","Lindi",2015-09-06,16
"lindiurban_mbanja_mbanja","Mbanja","Lindi Urban","Lindi",2015-09-06,6
"lindiurban_mingoyo_mawasiliano","Mingoyo","Lindi Urban","Lindi",2015-09-06,9
"lindiurban_mingoyo_mkwaya","Mingoyo","Lindi Urban","Lindi",2015-09-06,8
"lindiurban_msinjahili_kitumbikwela","Msinjahili","Lindi Urban","Lindi",2015-09-06,22
"lindiurban_mtanda_mtandachini","Mtanda","Lindi Urban","Lindi",2015-09-06,14
"lindiurban_ngapa_mbuyuni","Ng'apa","Lindi Urban","Lindi",2015-09-06,20
"lindiurban_rasbura_mabano","Rasbura","Lindi Urban","Lindi",2015-09-06,5
"lindiurban_rasbura_mitwero","Rasbura","Lindi Urban","Lindi",2015-09-06,21
"nachingwea_kiparamnero_kiparamnero","Kipara Mnero","Nachingwea","Lindi",2015-09-06,14
"nachingwea_kiparamnero_mwandila","Kipara Mnero","Nachingwea","Lindi",2015-09-06,13
"nachingwea_kiparamnero_nambalapala","Kipara Mnero","Nachingwea","Lindi",2015-09-06,15
"nachingwea_mkotokuyana_mandai","Mkotokuyana","Nachingwea","Lindi",2015-09-06,12
"nachingwea_mkotokuyana_mtokokuyana","Mkotokuyana","Nachingwea","Lindi",2015-09-06,19
"nachingwea_mneromiembeni_farm","Mneromiembeni","Nachingwea","Lindi",2015-09-06,15
"nachingwea_mneromiembeni_mkonjela","Mneromiembeni","Nachingwea","Lindi",2015-09-06,26
"nachingwea_mneromiembeni_mneromiembeni","Mneromiembeni","Nachingwea","Lindi",2015-09-06,18
"nachingwea_mneromiembeni_namkula","Mneromiembeni","Nachingwea","Lindi",2015-09-06,36
"nachingwea_mneromiembeni_ntila","Mneromiembeni","Nachingwea","Lindi",2015-09-06,48
"nachingwea_mnerongongo_kimawe","Mnerongongo","Nachingwea","Lindi",2015-09-06,45
"nachingwea_mnerongongo_kitandi","Mnerongongo","Nachingwea","Lindi",2015-09-06,27
"nachingwea_mnerongongo_mnerongongo","Mnerongongo","Nachingwea","Lindi",2015-09-06,75
"nachingwea_mnerongongo_mpute","Mnerongongo","Nachingwea","Lindi",2015-09-06,59
"nachingwea_nangowe_mitumbati","Nangowe","Nachingwea","Lindi",2015-09-06,21
"masasi_chigugu_liloya","Chigugu","Masasi","Mtwara",2015-09-06,12
"masasi_lulindi_mropwe","Lulindi","Masasi","Mtwara",2015-09-06,11
"masasi_lulindi_muungano","Lulindi","Masasi","Mtwara",2015-09-06,8
"masasi_mbuyuni_majembendago","Mbuyuni","Masasi","Mtwara",2015-09-06,13
"masasi_mbuyuni_mbuyuni","Mbuyuni","Masasi","Mtwara",2015-09-06,14
"masasi_mbuyuni_mitonji","Mbuyuni","Masasi","Mtwara",2015-09-06,5
"masasi_mbuyuni_miungo","Mbuyuni","Masasi","Mtwara",2015-09-06,16
"masasi_mbuyuni_mpulima","Mbuyuni","Masasi","Mtwara",2015-09-06,9
"masasi_mbuyuni_ndibwa","Mbuyuni","Masasi","Mtwara",2015-09-06,12
"masasi_mchauru_mchauru","Mchauru","Masasi","Mtwara",2015-09-06,29
"masasi_mchauru_mhata","Mchauru","Masasi","Mtwara",2015-09-06,29
"masasi_mkululu_mfuto","Mkululu","Masasi","Mtwara",2015-09-06,9
"masasi_mkululu_miba","Mkululu","Masasi","Mtwara",2015-09-06,19
"masasi_mkululu_mkululu","Mkululu","Masasi","Mtwara",2015-09-06,9
"masasi_mkululu_mkundi","Mkululu","Masasi","Mtwara",2015-09-06,8
"masasi_mlingula_masiku","Mlingula","Masasi","Mtwara",2015-09-06,9
"masasi_mlingula_mlingula","Mlingula","Masasi","Mtwara",2015-09-06,12
"masasi_mlingula_namichi","Mlingula","Masasi","Mtwara",2015-09-06,12
"masasi_mnavira_mnavira","Mnavira","Masasi","Mtwara",2015-09-06,8
"masasi_mnavira_nakarara","Mnavira","Masasi","Mtwara",2015-09-06,10
"masasi_mpanyani_muungano","Mpanyani","Masasi","Mtwara",2015-09-06,6
"masasi_mwena_liputu","Mwena","Masasi","Mtwara",2015-09-06,35
"masasi_mwena_mkalapa","Mwena","Masasi","Mtwara",2015-09-06,45
"masasi_mwena_mpowora","Mwena","Masasi","Mtwara",2015-09-06,47
"masasi_mwena_njenga","Mwena","Masasi","Mtwara",2015-09-06,36
"kilwa_kibata_kibata","Kibata","Kilwa","Lindi",2015-09-07,43
"lindirural_chiponda_mwangu","Chiponda","Lindi Rural","Lindi",2015-09-07,15
"lindirural_kiwalala_mahumbika","Kiwalala","Lindi Rural","Lindi",2015-09-07,12
"lindirural_mandwanga_malungo","Mandwanga","Lindi Rural","Lindi",2015-09-07,12
"lindirural_milola_milolamagharibi","Milola","Lindi Rural","Lindi",2015-09-07,3
"lindirural_mipingo_mnyangara","Mipingo","Lindi Rural","Lindi",2015-09-07,24
"lindirural_mipingo_namkongo","Mipingo","Lindi Rural","Lindi",2015-09-07,20
"lindirural_mnara_liganga","Mnara","Lindi Rural","Lindi",2015-09-07,27
"lindirural_mnara_mtakuja","Mnara","Lindi Rural","Lindi",2015-09-07,7
"lindirural_mnolela_simana","Mnolela","Lindi Rural","Lindi",2015-09-07,9
"lindirural_mtua_kilimahewaa","Mtua","Lindi Rural","Lindi",2015-09-07,6
"lindirural_namangale_chiwelele","Namangale","Lindi Rural","Lindi",2015-09-07,6
"lindirural_nyangao_mahiwa","Nyangao","Lindi Rural","Lindi",2015-09-07,23
"lindirural_nyangao_nyangaob","Nyangao","Lindi Rural","Lindi",2015-09-07,28
"lindirural_rutamba_michee","Rutamba","Lindi Rural","Lindi",2015-09-07,6
"lindiurban_chikonji_chikonji","Chikonji","Lindi Urban","Lindi",2015-09-07,8
"lindiurban_nachingwea_nachingwea","Nachingwea","Lindi Urban","Lindi",2015-09-07,5
"nachingwea_chiola_chingunduli","Chiola","Nachingwea","Lindi",2015-09-07,17
"nachingwea_chiola_chiola","Chiola","Nachingwea","Lindi",2015-09-07,24
"nachingwea_chiola_mtimbo","Chiola","Nachingwea","Lindi",2015-09-07,23
"nachingwea_chiola_namauni","Chiola","Nachingwea","Lindi",2015-09-07,27
"nachingwea_lionja_ilolo","Lionja","Nachingwea","Lindi",2015-09-07,7
"nachingwea_lionja_lipuyu","Lionja","Nachingwea","Lindi",2015-09-07,41
"nachingwea_lionja_ngunichile","Lionja","Nachingwea","Lindi",2015-09-07,20
"nachingwea_namapwia_likongowele","Namapwia","Nachingwea","Lindi",2015-09-07,6
"nachingwea_namapwia_mbute","Namapwia","Nachingwea","Lindi",2015-09-07,9
"nachingwea_namapwia_namapwia","Namapwia","Nachingwea","Lindi",2015-09-07,29
"nachingwea_nditi_namanja","Nditi","Nachingwea","Lindi",2015-09-07,15
"nachingwea_nditi_nditi","Nditi","Nachingwea","Lindi",2015-09-07,24
"nachingwea_nditi_ngangambo","Nditi","Nachingwea","Lindi",2015-09-07,6
"nachingwea_nditi_nyambia","Nditi","Nachingwea","Lindi",2015-09-07,13
"nachingwea_nditi_nyambib","Nditi","Nachingwea","Lindi",2015-09-07,7
"masasi_chigugu_mbaju","Chigugu","Masasi","Mtwara",2015-09-07,8
"masasi_lukuledi_chikunja","Lukuledi","Masasi","Mtwara",2015-09-07,14
"masasi_lukuledi_lukuledia","Lukuledi","Masasi","Mtwara",2015-09-07,25
"masasi_lukuledi_napata","Lukuledi","Masasi","Mtwara",2015-09-07,15
"masasi_mbuyuni_matogoro","Mbuyuni","Masasi","Mtwara",2015-09-07,24
"masasi_mkululu_chingolopi","Mkululu","Masasi","Mtwara",2015-09-07,21
"masasi_mkululu_chipunda","Mkululu","Masasi","Mtwara",2015-09-07,20
"masasi_mkululu_mbugo","Mkululu","Masasi","Mtwara",2015-09-07,19
"masasi_mkululu_mnolela","Mkululu","Masasi","Mtwara",2015-09-07,16
"masasi_mkululu_mpopo","Mkululu","Masasi","Mtwara",2015-09-07,13
"masasi_mkululu_syenjela","Mkululu","Masasi","Mtwara",2015-09-07,12
"masasi_mlingula_chikoweti","Mlingula","Masasi","Mtwara",2015-09-07,18
"masasi_mlingula_nambaya","Mlingula","Masasi","Mtwara",2015-09-07,15
"masasi_mnavira_geuza","Mnavira","Masasi","Mtwara",2015-09-07,11
"masasi_mnavira_makongonda","Mnavira","Masasi","Mtwara",2015-09-07,24
"masasi_mnavira_manyuli","Mnavira","Masasi","Mtwara",2015-09-07,8
"masasi_mnavira_mkwaya","Mnavira","Masasi","Mtwara",2015-09-07,9
"masasi_mwena_mwena","Mwena","Masasi","Mtwara",2015-09-07,54
"masasi_mwena_tuungane","Mwena","Masasi","Mtwara",2015-09-07,47
"masasi_nanganga_mkungu","Nanganga","Masasi","Mtwara",2015-09-07,11
"masasi_nanjota_mijelejele","Nanjota","Masasi","Mtwara",2015-09-07,18
"masasi_nanjota_milunda","Nanjota","Masasi","Mtwara",2015-09-07,20
"masasi_nanjota_nairombo","Nanjota","Masasi","Mtwara",2015-09-07,25
"masasi_nanjota_nambunda","Nanjota","Masasi","Mtwara",2015-09-07,22
"masasi_nanjota_nanjota","Nanjota","Masasi","Mtwara",2015-09-07,17
"lindirural_chiponda_namihanga","Chiponda","Lindi Rural","Lindi",2015-09-08,12
"lindirural_chiponda_ntauna","Chiponda","Lindi Rural","Lindi",2015-09-08,26
"lindirural_kilolambwani_dimba","Kilolambwani","Lindi Rural","Lindi",2015-09-08,22
"lindirural_kiwalala_mandawa","Kiwalala","Lindi Rural","Lindi",2015-09-08,11
"lindirural_longa_tulieni","Longa","Lindi Rural","Lindi",2015-09-08,5
"lindirural_majengo_majengoa","Majengo","Lindi Rural","Lindi",2015-09-08,12
"lindirural_matimba_moka","Matimba","Lindi Rural","Lindi",2015-09-08,9
"lindirural_mipingo_lihimilo","Mipingo","Lindi Rural","Lindi",2015-09-08,12
"lindirural_mipingo_mipingo","Mipingo","Lindi Rural","Lindi",2015-09-08,22
"lindirural_mtua_kilimahewab","Mtua","Lindi Rural","Lindi",2015-09-08,3
"lindirural_nachunyu_nachunyu","Nachunyu","Lindi Rural","Lindi",2015-09-08,20
"lindirural_navanga_nampunga","Navanga","Lindi Rural","Lindi",2015-09-08,5
"lindirural_nyangao_mtakujaii","Nyangao","Lindi Rural","Lindi",2015-09-08,9
"lindirural_nyengedi_nyengedi","Nyengedi","Lindi Rural","Lindi",2015-09-08,23
"lindiurban_chikonji_chikonjikaskazini","Chikonji","Lindi Urban","Lindi",2015-09-08,8
"lindiurban_jamhuri_tankini","Jamhuri","Lindi Urban","Lindi",2015-09-08,6
"lindiurban_makonde_amani","Makonde","Lindi Urban","Lindi",2015-09-08,2
"lindiurban_makonde_shekhebadi","Makonde","Lindi Urban","Lindi",2015-09-08,4
"lindiurban_matopeni_kota","Matopeni","Lindi Urban","Lindi",2015-09-08,12
"lindiurban_matopeni_mtulenib","Matopeni","Lindi Urban","Lindi",2015-09-08,1
"lindiurban_mingoyo_mawasiliano","Mingoyo","Lindi Urban","Lindi",2015-09-08,21
"lindiurban_mtanda_mtandajuu","Mtanda","Lindi Urban","Lindi",2015-09-08,26
"lindiurban_mwenge_migombani","Mwenge","Lindi Urban","Lindi",2015-09-08,17
"lindiurban_mwenge_mwenge","Mwenge","Lindi Urban","Lindi",2015-09-08,5
"lindiurban_ngapa_mbuyuni","Ng'apa","Lindi Urban","Lindi",2015-09-08,16
"lindiurban_rahaleo_majengo","Rahaleo","Lindi Urban","Lindi",2015-09-08,2
"lindiurban_rahaleo_mchingaroad","Rahaleo","Lindi Urban","Lindi",2015-09-08,2
"lindiurban_wailes_angaza","Wailes","Lindi Urban","Lindi",2015-09-08,14
"lindiurban_wailes_angola","Wailes","Lindi Urban","Lindi",2015-09-08,2
"masasi_chigugu_mandiwa","Chigugu","Masasi","Mtwara",2015-09-08,9
"masasi_chikolopola_chikolopola","Chikolopola","Masasi","Mtwara",2015-09-08,5
"masasi_chikolopola_mapili","Chikolopola","Masasi","Mtwara",2015-09-08,4
"masasi_chikolopola_mkachima","Chikolopola","Masasi","Mtwara",2015-09-08,4
"masasi_chiwale_chiwale","Chiwale","Masasi","Mtwara",2015-09-08,19
"masasi_chiwale_lilala","Chiwale","Masasi","Mtwara",2015-09-08,17
"masasi_chiwale_nanyindwa","Chiwale","Masasi","Mtwara",2015-09-08,12
"masasi_lukuledi_mkoropola","Lukuledi","Masasi","Mtwara",2015-09-08,16
"masasi_lukuledi_mraushi","Lukuledi","Masasi","Mtwara",2015-09-08,11
"masasi_lukuledi_nasindi","Lukuledi","Masasi","Mtwara",2015-09-08,15
"masasi_mkundi_chipango","Mkundi","Masasi","Mtwara",2015-09-08,38
"masasi_mkundi_majembechini","Mkundi","Masasi","Mtwara",2015-09-08,41
"masasi_mkundi_mkolopola","Mkundi","Masasi","Mtwara",2015-09-08,18
"masasi_mkundi_nakachindu","Mkundi","Masasi","Mtwara",2015-09-08,28
"masasi_mkundi_nakalola","Mkundi","Masasi","Mtwara",2015-09-08,35
"masasi_nanganga_mkangu","Nanganga","Masasi","Mtwara",2015-09-08,14
"masasi_nanganga_mumburu","Nanganga","Masasi","Mtwara",2015-09-08,14
"masasi_nanganga_nangoo","Nanganga","Masasi","Mtwara",2015-09-08,16
"masasi_nanjota_mputeni","Nanjota","Masasi","Mtwara",2015-09-08,21
"masasi_nanjota_mtengula","Nanjota","Masasi","Mtwara",2015-09-08,26
"masasitownshipauthority_mpindimbi_kachepa","Mpindimbi","Masasi Township Authority","Mtwara",2015-09-08,8
"masasitownshipauthority_mpindimbi_kanyimbi","Mpindimbi","Masasi Township Authority","Mtwara",2015-09-08,15
"masasitownshipauthority_mpindimbi_mapale","Mpindimbi","Masasi Township Authority","Mtwara",2015-09-08,6
"masasitownshipauthority_mpindimbi_mpindimbi","Mpindimbi","Masasi Township Authority","Mtwara",2015-09-08,24
"masasitownshipauthority_mpindimbi_shaurimoyo","Mpindimbi","Masasi Township Authority","Mtwara",2015-09-08,19
"kilwa_kibata_mtende","Kibata","Kilwa","Lindi",2015-09-09,55
"lindirural_mandwanga_mandwanga","Mandwanga","Lindi Rural","Lindi",2015-09-09,5
"lindirural_matimba_likwaya","Matimba","Lindi Rural","Lindi",2015-09-09,10
"lindirural_milola_namtamba","Milola","Lindi Rural","Lindi",2015-09-09,4
"lindirural_mnara_mkangaii","Mnara","Lindi Rural","Lindi",2015-09-09,24
"lindirural_nahukahuka_nahukahuka","Nahukahuka","Lindi Rural","Lindi",2015-09-09,20
"lindirural_nyangamara_utimbe","Nyangamara","Lindi Rural","Lindi",2015-09-09,1
"lindirural_nyengedi_nyengedib","Nyengedi","Lindi Rural","Lindi",2015-09-09,37
"lindirural_sudi_kilimani","Sudi","Lindi Rural","Lindi",2015-09-09,24
"lindirural_sudi_mtegu","Sudi","Lindi Rural","Lindi",2015-09-09,7
"lindiurban_chikonji_chikonjikaskazini","Chikonji","Lindi Urban","Lindi",2015-09-09,5
"lindiurban_msinjahili_benki","Msinjahili","Lindi Urban","Lindi",2015-09-09,5
"lindiurban_mtanda_mtandachini","Mtanda","Lindi Urban","Lindi",2015-09-09,14
"lindiurban_mwenge_kilimahewa","Mwenge","Lindi Urban","Lindi",2015-09-09,1
"lindiurban_mwenge_magogoni","Mwenge","Lindi Urban","Lindi",2015-09-09,3
"lindiurban_ndoro_ndorochini","Ndoro","Lindi Urban","Lindi",2015-09-09,4
"lindiurban_ndoro_ndorojuu","Ndoro","Lindi Urban","Lindi",2015-09-09,12
"lindiurban_ndoro_ndorokaskazini","Ndoro","Lindi Urban","Lindi",2015-09-09,2
"lindiurban_ndoro_ndorokusini","Ndoro","Lindi Urban","Lindi",2015-09-09,2
"lindiurban_rahaleo_rahaleo","Rahaleo","Lindi Urban","Lindi",2015-09-09,6
"lindiurban_wailes_rutamba","Wailes","Lindi Urban","Lindi",2015-09-09,3
"masasi_chigugu_chigugu","Chigugu","Masasi","Mtwara",2015-09-09,22
"masasi_chigugu_mbemba","Chigugu","Masasi","Mtwara",2015-09-09,12
"masasi_chikolopola_mkaliwata","Chikolopola","Masasi","Mtwara",2015-09-09,1
"masasi_chikolopola_rahaleo","Chikolopola","Masasi","Mtwara",2015-09-09,2
"masasi_chiungutwa_chiungutwa","Chiungutwa","Masasi","Mtwara",2015-09-09,8
"masasi_chiungutwa_maugura","Chiungutwa","Masasi","Mtwara",2015-09-09,5
"masasi_chiungutwa_misechela","Chiungutwa","Masasi","Mtwara",2015-09-09,9
"masasi_chiungutwa_mpeta","Chiungutwa","Masasi","Mtwara",2015-09-09,4
"masasi_chiwata_chidya","Chiwata","Masasi","Mtwara",2015-09-09,22
"masasi_chiwata_chiwata","Chiwata","Masasi","Mtwara",2015-09-09,32
"masasi_lukuledi_lukuledib","Lukuledi","Masasi","Mtwara",2015-09-09,15
"masasi_lukuledi_nanditi","Lukuledi","Masasi","Mtwara",2015-09-09,7
"masasi_namajani_amanichiroro","Namajani","Masasi","Mtwara",2015-09-09,9
"masasi_namajani_mamahinga","Namajani","Masasi","Mtwara",2015-09-09,8
"masasi_namajani_migombani","Namajani","Masasi","Mtwara",2015-09-09,9
"masasi_namajani_namajani","Namajani","Masasi","Mtwara",2015-09-09,14
"masasi_namajani_ngalole","Namajani","Masasi","Mtwara",2015-09-09,10
"masasi_namalenga_mitesa","Namalenga","Masasi","Mtwara",2015-09-09,11
"masasi_namalenga_mkangaula","Namalenga","Masasi","Mtwara",2015-09-09,16
"masasi_namalenga_msanga","Namalenga","Masasi","Mtwara",2015-09-09,8
"masasi_namalenga_msokosela","Namalenga","Masasi","Mtwara",2015-09-09,8
"masasi_namalenga_namalenga","Namalenga","Masasi","Mtwara",2015-09-09,31
"masasi_nanganga_chipite","Nanganga","Masasi","Mtwara",2015-09-09,17
"masasi_nanganga_mdenga","Nanganga","Masasi","Mtwara",2015-09-09,12
"masasi_nanganga_mwongozo","Nanganga","Masasi","Mtwara",2015-09-09,8
"masasi_nanganga_namihungo","Nanganga","Masasi","Mtwara",2015-09-09,16
"masasi_nanganga_nanganga","Nanganga","Masasi","Mtwara",2015-09-09,9
"masasi_sindano_luatala","Sindano","Masasi","Mtwara",2015-09-09,26
"masasi_sindano_sindano","Sindano","Masasi","Mtwara",2015-09-09,27
"kilwa_kipatimu_darajani","Kipatimu","Kilwa","Lindi",2015-09-10,26
"lindirural_longa_longa","Longa","Lindi Rural","Lindi",2015-09-10,19
"lindirural_majengo_masasi","Majengo","Lindi Rural","Lindi",2015-09-10,5
"lindirural_mandwanga_lindwandwali","Mandwanga","Lindi Rural","Lindi",2015-09-10,2
"lindirural_milola_mkangaulani","Milola","Lindi Rural","Lindi",2015-09-10,26
"lindirural_mnolela_namunda","Mnolela","Lindi Rural","Lindi",2015-09-10,14
"lindirural_mtumbya_kilimanjaro","Mtumbya","Lindi Rural","Lindi",2015-09-10,9
"lindirural_nahukahuka_nahukahukab","Nahukahuka","Lindi Rural","Lindi",2015-09-10,1
"lindirural_namangale_namangale","Namangale","Lindi Rural","Lindi",2015-09-10,31
"lindirural_pangatena_pangatena","Pangatena","Lindi Rural","Lindi",2015-09-10,4
"lindiurban_chikonji_nanyanje","Chikonji","Lindi Urban","Lindi",2015-09-10,38
"lindiurban_jamhuri_kanisa","Jamhuri","Lindi Urban","Lindi",2015-09-10,10
"lindiurban_jamhuri_mlandege","Jamhuri","Lindi Urban","Lindi",2015-09-10,14
"lindiurban_matopeni_kawawa","Matopeni","Lindi Urban","Lindi",2015-09-10,1
"lindiurban_mitandi_idahoti","Mitandi","Lindi Urban","Lindi",2015-09-10,1
"lindiurban_mitandi_jafupembe","Mitandi","Lindi Urban","Lindi",2015-09-10,2
"lindiurban_mitandi_mnubi","Mitandi","Lindi Urban","Lindi",2015-09-10,3
"lindiurban_msinjahili_msonobarichini","Msinjahili","Lindi Urban","Lindi",2015-09-10,6
"lindiurban_msinjahili_msonobarijuu","Msinjahili","Lindi Urban","Lindi",2015-09-10,7
"lindiurban_nachingwea_sabasaba","Nachingwea","Lindi Urban","Lindi",2015-09-10,21
"masasi_chigugu_maparagwe","Chigugu","Masasi","Mtwara",2015-09-10,14
"masasi_chigugu_mbuyuni","Chigugu","Masasi","Mtwara",2015-09-10,19
"masasi_chigugu_mwambao","Chigugu","Masasi","Mtwara",2015-09-10,20
"masasi_chiungutwa_chilimba","Chiungutwa","Masasi","Mtwara",2015-09-10,23
"masasi_chiungutwa_huwe","Chiungutwa","Masasi","Mtwara",2015-09-10,10
"masasi_chiungutwa_kalangwale","Chiungutwa","Masasi","Mtwara",2015-09-10,8
"masasi_chiungutwa_kalipinde","Chiungutwa","Masasi","Mtwara",2015-09-10,2
"masasi_chiungutwa_makanyama","Chiungutwa","Masasi","Mtwara",2015-09-10,20
"masasi_chiungutwa_mipande","Chiungutwa","Masasi","Mtwara",2015-09-10,3
"masasi_mchauru_mkowo","Mchauru","Masasi","Mtwara",2015-09-10,6
"masasi_namalenga_chigawe","Namalenga","Masasi","Mtwara",2015-09-10,17
"masasi_namalenga_mvita","Namalenga","Masasi","Mtwara",2015-09-10,7
"masasi_namalenga_nagaga","Namalenga","Masasi","Mtwara",2015-09-10,15
"masasi_namatutwe_chingulungulu","Namatutwe","Masasi","Mtwara",2015-09-10,31
"masasi_namatutwe_miwale","Namatutwe","Masasi","Mtwara",2015-09-10,28
"masasi_namatutwe_mkwapa","Namatutwe","Masasi","Mtwara",2015-09-10,35
"masasi_namatutwe_msikisi","Namatutwe","Masasi","Mtwara",2015-09-10,10
"masasi_namatutwe_namatutwe","Namatutwe","Masasi","Mtwara",2015-09-10,12
"masasi_sindano_lichehe","Sindano","Masasi","Mtwara",2015-09-10,7
"masasi_sindano_ulungu","Sindano","Masasi","Mtwara",2015-09-10,32
"masasitownshipauthority_jida_madaraka","Jida","Masasi Township Authority","Mtwara",2015-09-10,37
"masasitownshipauthority_jida_mtaawajamhuri","Jida","Masasi Township Authority","Mtwara",2015-09-10,11
"masasitownshipauthority_jida_mtaawajida","Jida","Masasi Township Authority","Mtwara",2015-09-10,36
"masasitownshipauthority_jida_mtaawamagumuchila","Jida","Masasi Township Authority","Mtwara",2015-09-10,24
"masasitownshipauthority_jida_mtaawazahanati","Jida","Masasi Township Authority","Mtwara",2015-09-10,19
"masasitownshipauthority_marika_chipole","Marika","Masasi Township Authority","Mtwara",2015-09-10,2
"masasitownshipauthority_marika_machombe","Marika","Masasi Township Authority","Mtwara",2015-09-10,20
"masasitownshipauthority_marika_marika","Marika","Masasi Township Authority","Mtwara",2015-09-10,145
"masasitownshipauthority_marika_mlundelunde","Marika","Masasi Township Authority","Mtwara",2015-09-10,27
"masasitownshipauthority_marika_mumbaka","Marika","Masasi Township Authority","Mtwara",2015-09-10,50
"masasitownshipauthority_marika_namatunu","Marika","Masasi Township Authority","Mtwara",2015-09-10,19
"masasitownshipauthority_marika_namikunda","Marika","Masasi Township Authority","Mtwara",2015-09-10,31
"masasitownshipauthority_migongo_migongoa","Migongo","Masasi Township Authority","Mtwara",2015-09-10,23
"masasitownshipauthority_migongo_migongob","Migongo","Masasi Township Authority","Mtwara",2015-09-10,31
"masasitownshipauthority_migongo_migongokati","Migongo","Masasi Township Authority","Mtwara",2015-09-10,34
"masasitownshipauthority_migongo_migongokilimani","Migongo","Masasi Township Authority","Mtwara",2015-09-10,29
"masasitownshipauthority_migongo_mtaawamisufini","Migongo","Masasi Township Authority","Mtwara",2015-09-10,15
"masasitownshipauthority_migongo_mtaawamkunguni","Migongo","Masasi Township Authority","Mtwara",2015-09-10,20
"masasitownshipauthority_mkomaindo_darajani","Mkomaindo","Masasi Township Authority","Mtwara",2015-09-10,27
